T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
53,Australia and New Zealand,2005,Balance imports/exports (millions of US dollars),,,"-23,714",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2010,Balance imports/exports (millions of US dollars),,,"11,183",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2015,Balance imports/exports (millions of US dollars),,,"-14,493",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2021,Balance imports/exports (millions of US dollars),,,"75,554",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2022,Balance imports/exports (millions of US dollars),,,"91,718",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
53,Australia and New Zealand,2023,Balance imports/exports (millions of US dollars),,,"73,076",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,1995,Imports CIF (millions of US dollars),,,"3,432",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2005,Imports CIF (millions of US dollars),,,"5,397",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2010,Imports CIF (millions of US dollars),,,"9,665",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2015,Imports CIF (millions of US dollars),,,"11,218",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2021,Imports CIF (millions of US dollars),,,"10,041",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2022,Imports CIF (millions of US dollars),,,"12,718",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2023,Imports CIF (millions of US dollars),,,"13,192",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,1995,Exports FOB (millions of US dollars),,,"4,039",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2005,Exports FOB (millions of US dollars),,,"5,199",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2010,Exports FOB (millions of US dollars),,,"8,112",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2015,Exports FOB (millions of US dollars),,,"9,258",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2021,Exports FOB (millions of US dollars),,,"12,612",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2022,Exports FOB (millions of US dollars),,,"16,426",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2023,Exports FOB (millions of US dollars),,,"14,418",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,1995,Balance imports/exports (millions of US dollars),,,607,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2005,Balance imports/exports (millions of US dollars),,,-197,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2010,Balance imports/exports (millions of US dollars),,,"-1,553",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2015,Balance imports/exports (millions of US dollars),,,"-1,960",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2021,Balance imports/exports (millions of US dollars),,,"2,571",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2022,Balance imports/exports (millions of US dollars),,,"3,709",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
54,Melanesia,2023,Balance imports/exports (millions of US dollars),,,"1,226",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,1995,Imports CIF (millions of US dollars),,,897,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2005,Imports CIF (millions of US dollars),,,"2,379",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2010,Imports CIF (millions of US dollars),,,"3,292",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2015,Imports CIF (millions of US dollars),,,"6,389",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2021,Imports CIF (millions of US dollars),,,"22,480",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2022,Imports CIF (millions of US dollars),,,"25,571",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2023,Imports CIF (millions of US dollars),,,"20,484",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,1995,Exports FOB (millions of US dollars),,,"1,028",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2005,Exports FOB (millions of US dollars),,,"1,295",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2010,Exports FOB (millions of US dollars),,,"1,508",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2015,Exports FOB (millions of US dollars),,,"2,180",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2021,Exports FOB (millions of US dollars),,,"3,639",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2022,Exports FOB (millions of US dollars),,,"3,639",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2023,Exports FOB (millions of US dollars),,,"1,038",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,1995,Balance imports/exports (millions of US dollars),,,131,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2005,Balance imports/exports (millions of US dollars),,,"-1,084",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2010,Balance imports/exports (millions of US dollars),,,"-1,783",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2015,Balance imports/exports (millions of US dollars),,,"-4,209",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2021,Balance imports/exports (millions of US dollars),,,"-18,840",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2022,Balance imports/exports (millions of US dollars),,,"-21,932",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
57,Micronesia,2023,Balance imports/exports (millions of US dollars),,,"-19,446",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,1995,Imports CIF (millions of US dollars),,,"1,089",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2005,Imports CIF (millions of US dollars),,,"2,206",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2010,Imports CIF (millions of US dollars),,,"2,333",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2015,Imports CIF (millions of US dollars),,,"2,266",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2021,Imports CIF (millions of US dollars),,,"2,837",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2022,Imports CIF (millions of US dollars),,,"2,997",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2023,Imports CIF (millions of US dollars),,,"2,823",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,1995,Exports FOB (millions of US dollars),,,201,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2005,Exports FOB (millions of US dollars),,,314,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2010,Exports FOB (millions of US dollars),,,238,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2015,Exports FOB (millions of US dollars),,,209,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
61,Polynesia,2021,Exports FOB (millions of US dollars),,,218,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
